file,row_idx,model,style,qhash,dataset,position,perturbation,typo10,target,answer,correct_col,regrade_scorer,error_type,recovery_behavior,is_kept_after_dedupe,cont_ok,ack_t1e,ack_t2
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,614,gpt-3.5-turbo-0301,sbs_recovery,1f741036d483,asdiv,copy,random,0,163.0,163.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,615,gpt-3.5-turbo-0301,sbs_recovery,63293af6d100,asdiv,copy,random,0,385.0,385.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,616,gpt-3.5-turbo-0301,sbs_recovery,c0ec6f51e1ae,asdiv,copy,random,0,91.0,91.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,617,gpt-3.5-turbo-0301,sbs_recovery,dbe57910f035,asdiv,copy,random,0,48.0,47.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,618,gpt-3.5-turbo-0301,sbs_recovery,d8a2e444ba66,asdiv,copy,random,0,54.0,54.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,619,gpt-3.5-turbo-0301,sbs_recovery,32c13d504025,asdiv,copy,random,0,72.0,72.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,620,gpt-3.5-turbo-0301,sbs_recovery,73530be6727f,asdiv,copy,random,0,16.0,16.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,621,gpt-3.5-turbo-0301,sbs_recovery,1cb5bd88bfa1,asdiv,copy,random,0,90.0,$90.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,622,gpt-3.5-turbo-0301,sbs_recovery,58650facadd1,asdiv,copy,random,0,120.0,120.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,623,gpt-3.5-turbo-0301,sbs_recovery,861428cec8fb,asdiv,copy,random,0,512.0,512.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,624,gpt-3.5-turbo-0301,sbs_recovery,03e5e3f08b5a,asdiv,copy,random,0,7305.0,7305.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,625,gpt-3.5-turbo-0301,sbs_recovery,f72141bf89fd,asdiv,copy,random,0,140.0,140.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,626,gpt-3.5-turbo-0301,sbs_recovery,bfdc85e81715,asdiv,copy,random,0,6538.0,"6,538.",,True,other,,1,1,1,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,627,gpt-3.5-turbo-0301,sbs_recovery,ed6f1f98a8ad,asdiv,copy,random,0,9.0,9.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,628,gpt-3.5-turbo-0301,sbs_recovery,9a0b461f2d33,asdiv,copy,random,0,7.0,7.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,629,gpt-3.5-turbo-0301,sbs_recovery,f0870bea129e,asdiv,copy,random,0,11.0,11.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,630,gpt-3.5-turbo-0301,sbs_recovery,8ca3e5f7d6d8,asdiv,copy,random,0,12.0,12.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,631,gpt-3.5-turbo-0301,sbs_recovery,2d2bdfdb6366,asdiv,copy,random,0,7.0,7.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,632,gpt-3.5-turbo-0301,sbs_recovery,ff0d49cdba54,asdiv,copy,random,0,7.0,7.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,633,gpt-3.5-turbo-0301,sbs_recovery,c7313768e672,asdiv,copy,random,0,9.0,9.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,634,gpt-3.5-turbo-0301,sbs_recovery,d2c43aa6aa7e,asdiv,copy,random,0,2.0,2.,,True,copying,,1,1,0,1
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,635,gpt-3.5-turbo-0301,sbs_recovery,39c75a9c9e66,asdiv,copy,random,0,12.0,12.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,636,gpt-3.5-turbo-0301,sbs_recovery,c01b5a479fa4,asdiv,copy,random,0,13.0,3.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,637,gpt-3.5-turbo-0301,sbs_recovery,11d756905416,asdiv,copy,random,0,2327.0,2329.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,638,gpt-3.5-turbo-0301,sbs_recovery,526a333ec384,asdiv,copy,random,0,22.0,22.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,639,gpt-3.5-turbo-0301,sbs_recovery,bf3ff90aa19f,asdiv,copy,random,0,460.0,460.,,True,copying,,1,1,1,1
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,640,gpt-3.5-turbo-0301,sbs_recovery,bb537aa550e6,asdiv,copy,random,0,8.0,8.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,641,gpt-3.5-turbo-0301,sbs_recovery,4e3f885f3d92,asdiv,copy,random,0,15.0,15.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,642,gpt-3.5-turbo-0301,sbs_recovery,d55d5ceeee71,asdiv,copy,random,0,7.0,7.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,643,gpt-3.5-turbo-0301,sbs_recovery,9cb1c41bfa31,asdiv,copy,random,0,29.0,114.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,644,gpt-3.5-turbo-0301,sbs_recovery,23bf78b32060,asdiv,copy,random,0,288.0,288.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,645,gpt-3.5-turbo-0301,sbs_recovery,be4e227d96b1,asdiv,copy,random,0,220.0,220.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,646,gpt-3.5-turbo-0301,sbs_recovery,32b35be24c3b,asdiv,copy,random,0,99.0,100.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,647,gpt-3.5-turbo-0301,sbs_recovery,9fe4f66bef1f,asdiv,copy,random,0,776.0,776.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,648,gpt-3.5-turbo-0301,sbs_recovery,79e8df104b16,asdiv,copy,random,0,360.0,360.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,649,gpt-3.5-turbo-0301,sbs_recovery,23bdaed48f93,asdiv,copy,random,0,39.0,42.,,False,copying,,1,1,1,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,650,gpt-3.5-turbo-0301,sbs_recovery,de60ef10e9c2,asdiv,copy,random,0,296.0,296.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,651,gpt-3.5-turbo-0301,sbs_recovery,06595ec38030,asdiv,copy,random,0,280.0,280.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,652,gpt-3.5-turbo-0301,sbs_recovery,1a721fe2a9ff,asdiv,copy,random,0,46.0,54.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,653,gpt-3.5-turbo-0301,sbs_recovery,9ac7def00ec8,asdiv,copy,random,0,2.0,2.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,654,gpt-3.5-turbo-0301,sbs_recovery,7123f298cb5b,asdiv,copy,random,0,27.0,36.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,655,gpt-3.5-turbo-0301,sbs_recovery,9a7fa943d36c,asdiv,copy,random,0,4.0,6.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,656,gpt-3.5-turbo-0301,sbs_recovery,e0aee7434a3e,asdiv,copy,random,0,32.0,64.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,657,gpt-3.5-turbo-0301,sbs_recovery,b686047343f4,asdiv,copy,random,0,18.0,18.,,True,copying,,1,1,1,1
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,658,gpt-3.5-turbo-0301,sbs_recovery,8d7efe48fa50,asdiv,copy,random,0,44.0,41.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,659,gpt-3.5-turbo-0301,sbs_recovery,776f21a888a9,asdiv,copy,random,0,16.0,16.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,660,gpt-3.5-turbo-0301,sbs_recovery,e8d754e3fdc8,asdiv,copy,random,0,41.0,41.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,661,gpt-3.5-turbo-0301,sbs_recovery,b1295cf32850,asdiv,copy,random,0,13.0,10.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,662,gpt-3.5-turbo-0301,sbs_recovery,81a94f204e12,asdiv,copy,random,0,5.0,5.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,663,gpt-3.5-turbo-0301,sbs_recovery,2cb84ce6d801,asdiv,copy,random,0,10.0,10.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,664,gpt-3.5-turbo-0301,sbs_recovery,3fdaf34b728d,asdiv,copy,random,0,22.0,22.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,665,gpt-3.5-turbo-0301,sbs_recovery,bbf879c4738c,asdiv,copy,random,0,93.0,93.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,666,gpt-3.5-turbo-0301,sbs_recovery,8675e17717b0,asdiv,copy,random,0,8.0,8.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,667,gpt-3.5-turbo-0301,sbs_recovery,b299824f9180,asdiv,copy,random,0,26.0,26.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,668,gpt-3.5-turbo-0301,sbs_recovery,a3cb122e7899,asdiv,copy,random,0,5.0,5.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,669,gpt-3.5-turbo-0301,sbs_recovery,a9dda8f853e2,asdiv,copy,random,0,6.0,6.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,670,gpt-3.5-turbo-0301,sbs_recovery,24424cd17295,asdiv,copy,random,0,8.0,7.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,671,gpt-3.5-turbo-0301,sbs_recovery,3dd3fcf91533,asdiv,copy,random,0,5.0,5.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,672,gpt-3.5-turbo-0301,sbs_recovery,0b607c772e06,asdiv,copy,random,0,8.0,6 large trucks should be used.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,673,gpt-3.5-turbo-0301,sbs_recovery,0e6b040d9854,asdiv,copy,random,0,1.0,1.,,True,copying,,1,1,1,1
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,674,gpt-3.5-turbo-0301,sbs_recovery,abca3d9e6234,asdiv,copy,random,0,100.0,100 g.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,675,gpt-3.5-turbo-0301,sbs_recovery,38664f3431b4,asdiv,copy,random,0,18.0,18.,,True,copying,,1,1,1,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,676,gpt-3.5-turbo-0301,sbs_recovery,e144b9b3a599,asdiv,copy,random,0,9.0,42.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,677,gpt-3.5-turbo-0301,sbs_recovery,749d9be961fe,asdiv,copy,random,0,26.0,26.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,678,gpt-3.5-turbo-0301,sbs_recovery,7acb0edb3930,asdiv,copy,random,0,36.0,35.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,679,gpt-3.5-turbo-0301,sbs_recovery,9814f13ff9c1,asdiv,copy,random,0,34.0,34.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,680,gpt-3.5-turbo-0301,sbs_recovery,aa13e0147047,asdiv,copy,random,0,64.0,50.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,681,gpt-3.5-turbo-0301,sbs_recovery,c2be0418f79c,asdiv,copy,random,0,50.0,$53.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,682,gpt-3.5-turbo-0301,sbs_recovery,65dbb6555419,asdiv,copy,random,0,23.0,23.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,683,gpt-3.5-turbo-0301,sbs_recovery,5a8bfd0b01fe,asdiv,copy,random,0,62.0,62.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,684,gpt-3.5-turbo-0301,sbs_recovery,df5dbfc083a2,asdiv,copy,random,0,87.0,87.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,685,gpt-3.5-turbo-0301,sbs_recovery,a8a0642be544,asdiv,copy,random,0,75.0,$75.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,686,gpt-3.5-turbo-0301,sbs_recovery,965046c19d58,asdiv,copy,random,0,25.0,40.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,687,gpt-3.5-turbo-0301,sbs_recovery,05320125c163,asdiv,copy,random,0,31.0,37.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,688,gpt-3.5-turbo-0301,sbs_recovery,2e5ee610070e,asdiv,copy,random,0,14.0,14.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,689,gpt-3.5-turbo-0301,sbs_recovery,f49bac799466,asdiv,copy,random,0,38.0,39.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,690,gpt-3.5-turbo-0301,sbs_recovery,a8a7d1bc5425,asdiv,copy,random,0,62.0,61.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,691,gpt-3.5-turbo-0301,sbs_recovery,939873f6fe15,asdiv,copy,random,0,71.0,70.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,692,gpt-3.5-turbo-0301,sbs_recovery,d611f0aaf355,asdiv,copy,random,0,15.0,15.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,693,gpt-3.5-turbo-0301,sbs_recovery,28b1ed9d499f,asdiv,copy,random,0,74.0,74.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,694,gpt-3.5-turbo-0301,sbs_recovery,6ca72311dd78,asdiv,copy,random,0,3.0,3.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,695,gpt-3.5-turbo-0301,sbs_recovery,ef69cfbe081d,asdiv,copy,random,0,31.0,31.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,696,gpt-3.5-turbo-0301,sbs_recovery,5f7f3ca62b8a,asdiv,copy,random,0,17.0,16.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,697,gpt-3.5-turbo-0301,sbs_recovery,3a098a063534,asdiv,copy,random,0,17.0,18.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,698,gpt-3.5-turbo-0301,sbs_recovery,f7b2f803f383,asdiv,copy,random,0,21.0,21.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,699,gpt-3.5-turbo-0301,sbs_recovery,be654406f946,asdiv,copy,random,0,17.0,17.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,700,gpt-3.5-turbo-0301,sbs_recovery,1191e8b90bbd,asdiv,copy,random,0,42.0,42.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,701,gpt-3.5-turbo-0301,sbs_recovery,26b813be8bba,asdiv,copy,random,0,92.0,92.,,True,copying,,1,1,1,1
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,702,gpt-3.5-turbo-0301,sbs_recovery,0391a47f4c95,asdiv,copy,random,0,54.0,$54.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,703,gpt-3.5-turbo-0301,sbs_recovery,c426a740d800,asdiv,copy,random,0,70.0,70.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,704,gpt-3.5-turbo-0301,sbs_recovery,c716c7d4df24,asdiv,copy,random,0,114.0,114.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,705,gpt-3.5-turbo-0301,sbs_recovery,056db0961a9d,asdiv,copy,random,0,59.0,59.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,706,gpt-3.5-turbo-0301,sbs_recovery,3e50f6bc2558,asdiv,copy,random,0,15.0,14.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,707,gpt-3.5-turbo-0301,sbs_recovery,c79387dcc4da,asdiv,copy,random,0,96.0,96.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,708,gpt-3.5-turbo-0301,sbs_recovery,411fe7682016,asdiv,copy,random,0,25.0,25.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,709,gpt-3.5-turbo-0301,sbs_recovery,866056249cc4,asdiv,copy,random,0,4500.0,"4,500 mL.",,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,710,gpt-3.5-turbo-0301,sbs_recovery,eb070065d385,asdiv,copy,random,0,3550.0,3550.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,711,gpt-3.5-turbo-0301,sbs_recovery,44048b67d8ba,asdiv,copy,random,0,180.0,180.,,True,copying,,1,1,1,1
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,712,gpt-3.5-turbo-0301,sbs_recovery,05e9e2ab21fd,asdiv,copy,random,0,2125.0,"$2,125.",,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,713,gpt-3.5-turbo-0301,sbs_recovery,41e37c3ac4c2,asdiv,copy,random,0,12.0,12.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,714,gpt-3.5-turbo-0301,sbs_recovery,3a32c3a55b47,asdiv,copy,random,0,20.0,20.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,715,gpt-3.5-turbo-0301,sbs_recovery,2934780e4998,asdiv,copy,random,0,210.0,$210.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,716,gpt-3.5-turbo-0301,sbs_recovery,13f5de6a22a1,asdiv,copy,random,0,117.0,144.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,717,gpt-3.5-turbo-0301,sbs_recovery,82c7922e6335,asdiv,copy,random,0,3400.0,3400 g.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,718,gpt-3.5-turbo-0301,sbs_recovery,6c4ae0e5a158,asdiv,copy,random,0,128.0,128.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,719,gpt-3.5-turbo-0301,sbs_recovery,246f0425f53c,asdiv,copy,random,0,60.0,60.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,720,gpt-3.5-turbo-0301,sbs_recovery,89c31f975d08,asdiv,copy,random,0,7.0,8.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,721,gpt-3.5-turbo-0301,sbs_recovery,b139a283575f,asdiv,copy,random,0,8.0,8.,,True,copying,,1,1,1,1
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,722,gpt-3.5-turbo-0301,sbs_recovery,0278721a23fd,asdiv,copy,random,0,6.0,8.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,723,gpt-3.5-turbo-0301,sbs_recovery,6f7e7d37a33b,asdiv,copy,random,0,7.0,11.,,False,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,724,gpt-3.5-turbo-0301,sbs_recovery,e32e2192aaac,asdiv,copy,random,0,18.0,18 inches.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,725,gpt-3.5-turbo-0301,sbs_recovery,6aaca27e87fa,asdiv,copy,random,0,6.0,6.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,726,gpt-3.5-turbo-0301,sbs_recovery,6ef6e7ab02a2,asdiv,copy,random,0,2.0,2.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,727,gpt-3.5-turbo-0301,sbs_recovery,bb5657a4146b,asdiv,copy,random,0,1.0,1.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,728,gpt-3.5-turbo-0301,sbs_recovery,e6222baf3923,asdiv,copy,random,0,2.0,2.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,729,gpt-3.5-turbo-0301,sbs_recovery,a00c5866e67a,asdiv,copy,random,0,22.0,22.,,True,copying,,1,1,1,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,730,gpt-3.5-turbo-0301,sbs_recovery,4ca4190ceed9,asdiv,copy,random,0,13.0,13.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,731,gpt-3.5-turbo-0301,sbs_recovery,416986d25dce,asdiv,copy,random,0,7.0,7.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,732,gpt-3.5-turbo-0301,sbs_recovery,d6ae1567d1ea,asdiv,copy,random,0,2.0,2.,,True,copying,,1,1,1,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,733,gpt-3.5-turbo-0301,sbs_recovery,25cc51edc954,asdiv,copy,random,0,32.0,32.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,734,gpt-3.5-turbo-0301,sbs_recovery,7842ff4581ee,asdiv,copy,random,0,59.0,59.,,True,copying,,1,1,1,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,735,gpt-3.5-turbo-0301,sbs_recovery,ab560398a9e3,asdiv,copy,random,0,8.0,8.,,True,copying,,1,1,1,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,736,gpt-3.5-turbo-0301,sbs_recovery,5f619f17ef13,asdiv,copy,random,0,14.0,14.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,737,gpt-3.5-turbo-0301,sbs_recovery,589f4a2c6204,asdiv,copy,random,0,8.0,Ashley is 8 years old and Mary is 14 years old.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,738,gpt-3.5-turbo-0301,sbs_recovery,c8f91eb7a594,asdiv,copy,random,0,45.0,45.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,739,gpt-3.5-turbo-0301,sbs_recovery,9ee9ec6ae8d5,asdiv,copy,random,0,45.0,45.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,740,gpt-3.5-turbo-0301,sbs_recovery,e3a414398c1a,asdiv,copy,random,0,87.0,87.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,741,gpt-3.5-turbo-0301,sbs_recovery,30ab79543d0a,asdiv,copy,random,0,45.0,45.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,742,gpt-3.5-turbo-0301,sbs_recovery,dab1e01357c1,asdiv,copy,random,0,17.0,17.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,743,gpt-3.5-turbo-0301,sbs_recovery,d538e304fef4,asdiv,copy,random,0,30.0,"30, 60, 90.",,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,744,gpt-3.5-turbo-0301,sbs_recovery,9db27a1941ea,asdiv,copy,random,0,31.0,$31 - $30 = $1. Drew got paid $31 for cutting the grass.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,745,gpt-3.5-turbo-0301,sbs_recovery,fc01fcdd302a,asdiv,copy,random,0,10.0,10.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,746,gpt-3.5-turbo-0301,sbs_recovery,01539159c84b,asdiv,copy,random,0,12.0,12.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,747,gpt-3.5-turbo-0301,sbs_recovery,eb37436719d2,asdiv,copy,random,0,53.0,53.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,748,gpt-3.5-turbo-0301,sbs_recovery,4ceef58fc481,asdiv,copy,random,0,52.0,52.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,749,gpt-3.5-turbo-0301,sbs_recovery,9521fbabc96d,asdiv,copy,random,0,14.0,14 ft and 16 ft.,,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,750,gpt-3.5-turbo-0301,sbs_recovery,9b21cf743bcf,asdiv,copy,random,0,30.0,"30, 120, 30.",,True,copying,,1,1,1,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,751,gpt-3.5-turbo-0301,sbs_recovery,53b7334440b8,asdiv,copy,random,0,24.0,"24, 120, 36.",,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,752,gpt-3.5-turbo-0301,sbs_recovery,db50662d5cec,asdiv,copy,random,0,6000.0,"$6,000 for the cabin and $24,000 for the land.",,True,copying,,1,1,0,0
ASDiv_adjusted_position-copy_perturbation-random_annotated.csv,753,gpt-3.5-turbo-0301,sbs_recovery,808307e73ed0,asdiv,copy,random,0,1644.0,"$1,644.",,True,copying,,1,1,1,0
